label,side,time,regime,train_edge,test_edge,test_wr,test_freq,test_n,consistency,decay_pct,validated,note
vwma9>21 & macd<0 & bullish_di,long,all,all,0.2073,0.1576,0.444,5.78,713,2.567,24.0,True,long | all/all | WR 44% at 5.8/day
vwma9>21 & macd<0 & price<ema9,long,all,all,0.1387,0.1672,0.442,5.74,708,2.534,-20.6,True,long | all/all | WR 44% at 5.7/day
afternoon & cci>0 & price<ema9,long,all,all,0.0738,0.1077,0.443,5.71,705,2.533,-45.8,True,long | all/all | WR 44% at 5.7/day
afternoon & bearish_di,long,all,all,0.1819,0.1693,0.438,5.73,707,2.51,6.9,True,long | all/all | WR 44% at 5.7/day
ema21>50 & cci<0 & bullish_di,long,all,all,0.1401,0.0619,0.406,6.18,762,2.507,55.8,True,long | all/all | WR 41% at 6.2/day
afternoon & ema21>50 & price<ema9,long,all,all,0.1022,0.0839,0.424,5.91,729,2.507,17.9,True,long | all/all | WR 42% at 5.9/day
morning & price<ema9 & bullish_di,long,all,all,0.0863,0.0576,0.41,6.11,754,2.505,33.3,True,long | all/all | WR 41% at 6.1/day
morning & price>ema21,short,all,all,0.077,0.1132,0.427,5.86,723,2.5,-47.0,True,short | all/all | WR 43% at 5.9/day
after_30m & morning & price>ema21,short,all,all,0.077,0.1132,0.427,5.86,723,2.5,-47.0,True,short | all/all | WR 43% at 5.9/day
morning & vwma9>21 & price<ema9,long,all,all,0.0926,0.0788,0.411,6.07,749,2.497,14.9,True,long | all/all | WR 41% at 6.1/day
price<vwap,short,all,all,0.0757,0.0969,0.424,5.84,720,2.476,-28.0,True,short | all/all | WR 42% at 5.8/day
morning & bullish_di & price>ema21,long,all,all,0.1187,0.1297,0.458,5.38,664,2.463,-9.2,True,long | all/all | WR 46% at 5.4/day
morning & cci>0 & price>ema21,short,all,all,0.0961,0.1546,0.442,5.57,687,2.461,-60.9,True,short | all/all | WR 44% at 5.6/day
cci>0 & bullish_di & macd_xdn,long,all,all,0.1064,0.0811,0.43,5.71,704,2.455,23.8,True,long | all/all | WR 43% at 5.7/day
afternoon & cci>0 & price>ema21,short,all,all,0.1676,0.124,0.415,5.91,729,2.45,26.0,True,short | all/all | WR 42% at 5.9/day
macd_xdn & mom10>0,long,all,all,0.0972,0.1077,0.44,5.55,685,2.444,-10.8,True,long | all/all | WR 44% at 5.5/day
morning & bb_pct>80,short,all,all,0.0661,0.0961,0.434,5.62,694,2.439,-45.4,True,short | all/all | WR 43% at 5.6/day
price<vwap,long,all,all,0.0951,0.0863,0.418,5.84,720,2.437,9.3,True,long | all/all | WR 42% at 5.8/day
macd<0 & price<vwap,long,all,all,0.1376,0.124,0.428,5.68,701,2.43,9.9,True,long | all/all | WR 43% at 5.7/day
afternoon & bullish_di & price>ema21,short,all,all,0.1466,0.1273,0.424,5.69,702,2.414,13.2,True,short | all/all | WR 42% at 5.7/day
price<vwap & bb_pct>80,long,all,all,0.1155,0.0688,0.422,5.71,704,2.41,40.4,True,long | all/all | WR 42% at 5.7/day
price>ema21 & macd_xdn,long,all,all,0.1286,0.0759,0.434,5.54,683,2.4,40.9,True,long | all/all | WR 43% at 5.5/day
below_kcl & ema21>50 & cci<0,long,all,all,0.2021,0.2331,0.446,5.34,659,2.38,-15.4,True,long | all/all | WR 45% at 5.3/day
below_kcl & ema21>50,long,all,all,0.2021,0.2331,0.446,5.34,659,2.38,-15.4,True,long | all/all | WR 45% at 5.3/day
below_kcl & ema21>50 & price<ema9,long,all,all,0.2021,0.2331,0.446,5.34,659,2.38,-15.4,True,long | all/all | WR 45% at 5.3/day
vwma9>21 & price>ema21 & macd_xdn,long,all,all,0.1271,0.0774,0.434,5.47,675,2.374,39.1,True,long | all/all | WR 43% at 5.5/day
vwma9>21 & cci>0 & macd<0,long,all,all,0.188,0.1306,0.443,5.36,661,2.373,30.5,True,long | all/all | WR 44% at 5.4/day
vwma9>21 & macd<0 & price>ema21,long,all,all,0.1892,0.1179,0.442,5.37,662,2.371,37.7,True,long | all/all | WR 44% at 5.4/day
cci>0 & price>ema21 & macd_xdn,long,all,all,0.1196,0.0798,0.435,5.42,669,2.36,33.3,True,long | all/all | WR 44% at 5.4/day
cci<0 & macd<0 & bullish_di,long,all,all,0.0919,0.0707,0.397,5.93,732,2.357,23.0,True,long | all/all | WR 40% at 5.9/day
afternoon & bullish_di,long,all,all,0.113,0.108,0.411,5.73,707,2.355,4.4,True,long | all/all | WR 41% at 5.7/day
afternoon & after_30m & bullish_di,long,all,all,0.113,0.108,0.411,5.73,707,2.355,4.4,True,long | all/all | WR 41% at 5.7/day
ema21>50 & price>ema21 & macd_xdn,long,all,all,0.1262,0.0736,0.43,5.47,675,2.35,41.7,True,long | all/all | WR 43% at 5.5/day
price>vwap,short,all,all,0.0559,0.0676,0.398,5.9,728,2.346,-21.0,True,short | all/all | WR 40% at 5.9/day
morning & cci>0,short,all,all,0.0975,0.1601,0.439,5.32,657,2.339,-64.2,True,short | all/all | WR 44% at 5.3/day
after_30m & morning & cci>0,short,all,all,0.0975,0.1601,0.439,5.32,657,2.339,-64.2,True,short | all/all | WR 44% at 5.3/day
vwma_xup & macd<0,long,all,all,0.1746,0.1138,0.438,5.29,653,2.32,34.8,True,long | all/all | WR 44% at 5.3/day
vwma9>21 & vwma_xup & macd<0,long,all,all,0.1746,0.1138,0.438,5.29,653,2.32,34.8,True,long | all/all | WR 44% at 5.3/day
macd<0 & ema9>21,long,all,all,0.1304,0.0774,0.427,5.42,669,2.313,40.6,True,long | all/all | WR 43% at 5.4/day
price>vwap & ema9_xup,long,all,all,0.1091,0.0799,0.431,5.36,661,2.311,26.8,True,long | all/all | WR 43% at 5.4/day
afternoon & cci>0,short,all,all,0.1751,0.1102,0.413,5.59,690,2.311,37.0,True,short | all/all | WR 41% at 5.6/day
afternoon & after_30m & cci>0,short,all,all,0.1751,0.1102,0.413,5.59,690,2.311,37.0,True,short | all/all | WR 41% at 5.6/day
morning & ema21>50 & price<ema9,long,all,all,0.1128,0.0981,0.421,5.49,677,2.31,13.1,True,long | all/all | WR 42% at 5.5/day
ema21>50 & cci<0 & macd<0,long,all,all,0.1028,0.1622,0.43,5.37,663,2.31,-57.9,True,long | all/all | WR 43% at 5.4/day
morning & cci>0 & bullish_di,long,all,all,0.1086,0.114,0.447,5.16,637,2.309,-5.0,True,long | all/all | WR 45% at 5.2/day
afternoon & cci>0 & bullish_di,short,all,all,0.1727,0.1188,0.42,5.49,677,2.304,31.2,True,short | all/all | WR 42% at 5.5/day
rsi<25 & cci<0 & price<ema9,long,all,all,0.1614,0.1037,0.402,5.73,707,2.303,35.7,True,long | all/all | WR 40% at 5.7/day
rsi<25 & price<ema9,long,all,all,0.1599,0.1005,0.401,5.73,707,2.296,37.1,True,long | all/all | WR 40% at 5.7/day
rsi<25 & rsi<40 & price<ema9,long,all,all,0.1599,0.1005,0.401,5.73,707,2.296,37.1,True,long | all/all | WR 40% at 5.7/day
rsi<25 & cci<0 & rsi<40,long,all,all,0.1599,0.1011,0.4,5.73,707,2.294,36.7,True,long | all/all | WR 40% at 5.7/day
rsi<25 & cci<0,long,all,all,0.1599,0.1011,0.4,5.73,707,2.294,36.7,True,long | all/all | WR 40% at 5.7/day
rsi<25 & price<ema21,long,all,all,0.1588,0.1023,0.4,5.73,707,2.294,35.6,True,long | all/all | WR 40% at 5.7/day
adx>20 & ema9_xup,short,all,all,0.1075,0.0591,0.401,5.71,704,2.29,45.0,True,short | all/all | WR 40% at 5.7/day
rsi<25 & mom10<0,long,all,all,0.1596,0.0987,0.4,5.71,705,2.287,38.2,True,long | all/all | WR 40% at 5.7/day
rsi<25 & rsi<35,long,all,all,0.1587,0.0979,0.399,5.73,707,2.286,38.3,True,long | all/all | WR 40% at 5.7/day
rsi<25 & rsi<40,long,all,all,0.1587,0.0979,0.399,5.73,707,2.286,38.3,True,long | all/all | WR 40% at 5.7/day
rsi<25,long,all,all,0.1587,0.0979,0.399,5.73,707,2.286,38.3,True,long | all/all | WR 40% at 5.7/day
rsi<25 & bearish_di,long,all,all,0.1587,0.0979,0.399,5.73,707,2.286,38.3,True,long | all/all | WR 40% at 5.7/day
afternoon & cci<0,long,all,all,0.1608,0.0943,0.402,5.66,699,2.275,41.3,True,long | all/all | WR 40% at 5.7/day
afternoon & after_30m & cci<0,long,all,all,0.1608,0.0943,0.402,5.66,699,2.275,41.3,True,long | all/all | WR 40% at 5.7/day
price>vwap & rsi<35,long,all,all,0.164,0.1011,0.411,5.51,680,2.263,38.4,True,long | all/all | WR 41% at 5.5/day
ema21>50 & macd<0,long,all,all,0.1017,0.173,0.431,5.24,646,2.258,-70.1,True,long | all/all | WR 43% at 5.2/day
after_30m & below_kcl & ema21>50,long,all,all,0.2076,0.2353,0.443,5.08,627,2.253,-13.3,True,long | all/all | WR 44% at 5.1/day
ema21>50 & rsi<40 & macd<0,long,all,all,0.1395,0.1925,0.443,5.03,621,2.231,-38.0,True,long | all/all | WR 44% at 5.0/day
ema21>50 & rsi<35,long,all,all,0.1244,0.0879,0.406,5.49,677,2.228,29.4,True,long | all/all | WR 41% at 5.5/day
after_30m & price>vwap,long,all,all,0.1422,0.111,0.445,5.01,618,2.227,21.9,True,long | all/all | WR 44% at 5.0/day
rsi<25,short,all,all,0.0656,0.0668,0.388,5.73,707,2.223,-1.8,True,short | all/all | WR 39% at 5.7/day
power_hour & roc5>0,short,all,all,0.1053,0.1169,0.422,5.26,649,2.218,-11.0,True,short | all/all | WR 42% at 5.3/day
below_kcl & ema21>50 & rsi<40,long,all,all,0.1846,0.2344,0.448,4.94,610,2.213,-27.0,True,long | all/all | WR 45% at 4.9/day
lunch & price<ema9,long,all,all,0.1249,0.0892,0.434,5.1,629,2.212,28.5,True,long | all/all | WR 43% at 5.1/day
after_30m & lunch & price<ema9,long,all,all,0.1249,0.0892,0.434,5.1,629,2.212,28.5,True,long | all/all | WR 43% at 5.1/day
after_30m & vwma_xup & macd<0,long,all,all,0.1635,0.1135,0.435,5.07,626,2.205,30.6,True,long | all/all | WR 44% at 5.1/day
morning & cci>0 & price<ema9,short,all,all,0.1068,0.0554,0.401,5.47,675,2.195,48.1,True,short | all/all | WR 40% at 5.5/day
morning & bearish_di,long,all,all,0.0748,0.0915,0.405,5.41,667,2.191,-22.4,True,long | all/all | WR 40% at 5.4/day
after_30m & ema21>50 & macd<0,long,all,all,0.1129,0.1789,0.434,5.02,620,2.179,-58.4,True,long | all/all | WR 43% at 5.0/day
after_30m & rsi<25 & price<ema9,long,all,all,0.1756,0.1281,0.408,5.33,658,2.177,27.1,True,long | all/all | WR 41% at 5.3/day
macd<0 & price<ema9 & macd_xdn,long,all,all,0.0799,0.0976,0.418,5.2,642,2.177,-22.2,True,long | all/all | WR 42% at 5.2/day
macd<0 & macd_xdn,long,all,all,0.0799,0.0976,0.418,5.2,642,2.177,-22.2,True,long | all/all | WR 42% at 5.2/day
cci<0 & macd<0 & macd_xdn,long,all,all,0.0778,0.1029,0.42,5.18,639,2.175,-32.2,True,long | all/all | WR 42% at 5.2/day
mfi>80,short,all,all,0.0606,0.1529,0.439,4.94,609,2.167,-152.1,True,short | all/all | WR 44% at 4.9/day
rsi<25 & macd<0 & price<ema9,long,all,all,0.1423,0.085,0.397,5.45,673,2.165,40.3,True,long | all/all | WR 40% at 5.5/day
rsi<25 & adx>20,long,all,all,0.1507,0.1075,0.399,5.42,669,2.165,28.7,True,long | all/all | WR 40% at 5.4/day
after_30m & rsi<25,long,all,all,0.1724,0.1214,0.405,5.34,659,2.161,29.6,True,long | all/all | WR 40% at 5.3/day
after_30m & rsi<25 & rsi<40,long,all,all,0.1724,0.1214,0.405,5.34,659,2.161,29.6,True,long | all/all | WR 40% at 5.3/day
after_30m & rsi<25 & cci<0,long,all,all,0.1724,0.1214,0.405,5.34,659,2.161,29.6,True,long | all/all | WR 40% at 5.3/day
rsi<25 & macd<0,long,all,all,0.1407,0.0821,0.395,5.45,673,2.156,41.6,True,long | all/all | WR 40% at 5.5/day
rsi<25 & cci<0 & macd<0,long,all,all,0.1407,0.0821,0.395,5.45,673,2.156,41.6,True,long | all/all | WR 40% at 5.5/day
rsi<25 & rsi<40 & macd<0,long,all,all,0.1407,0.0821,0.395,5.45,673,2.156,41.6,True,long | all/all | WR 40% at 5.5/day
afternoon & rsi<40 & price<ema9,long,all,all,0.1537,0.16,0.415,5.19,641,2.154,-4.1,True,long | all/all | WR 42% at 5.2/day
power_hour & price<ema9,long,all,all,0.2088,0.1454,0.428,5.02,620,2.152,30.4,True,long | all/all | WR 43% at 5.0/day
power_hour & after_30m & price<ema9,long,all,all,0.2088,0.1454,0.428,5.02,620,2.152,30.4,True,long | all/all | WR 43% at 5.0/day
cci<0 & macd<0 & price>ema21,long,all,all,0.0914,0.1046,0.423,5.08,627,2.151,-14.5,True,long | all/all | WR 42% at 5.1/day
rsi<35 & roc5>0,short,all,all,0.0932,0.0671,0.398,5.41,667,2.15,28.0,True,short | all/all | WR 40% at 5.4/day
bullish_di & price>ema21 & macd_xdn,long,all,all,0.1169,0.0808,0.434,4.94,610,2.147,30.9,True,long | all/all | WR 43% at 4.9/day
afternoon & macd<0 & price<ema9,long,all,all,0.1335,0.1504,0.431,4.97,613,2.141,-12.7,True,long | all/all | WR 43% at 5.0/day
after_30m & price>ema21 & macd_xdn,long,all,all,0.1228,0.0526,0.422,5.07,625,2.139,57.2,True,long | all/all | WR 42% at 5.1/day
afternoon & after_30m & rsi<40,long,all,all,0.1777,0.1827,0.426,5.02,619,2.137,-2.8,True,long | all/all | WR 43% at 5.0/day
afternoon & rsi<40,long,all,all,0.1777,0.1827,0.426,5.02,619,2.137,-2.8,True,long | all/all | WR 43% at 5.0/day
power_hour & price>ema9,short,all,all,0.1132,0.1,0.419,5.09,628,2.131,11.7,True,short | all/all | WR 42% at 5.1/day
below_kcl & rsi<25 & rsi<40,long,all,all,0.1415,0.0913,0.396,5.36,661,2.123,35.5,True,long | all/all | WR 40% at 5.4/day
below_kcl & rsi<25,long,all,all,0.1415,0.0913,0.396,5.36,661,2.123,35.5,True,long | all/all | WR 40% at 5.4/day
below_kcl & rsi<25 & cci<0,long,all,all,0.1415,0.0913,0.396,5.36,661,2.123,35.5,True,long | all/all | WR 40% at 5.4/day
below_kcl & rsi<25 & price<ema9,long,all,all,0.1415,0.0913,0.396,5.36,661,2.123,35.5,True,long | all/all | WR 40% at 5.4/day
afternoon & cci<0 & rsi<40,long,all,all,0.1798,0.1915,0.43,4.94,609,2.121,-6.5,True,long | all/all | WR 43% at 4.9/day
rsi>78,short,all,all,0.0287,0.0932,0.403,5.26,649,2.118,-224.9,True,short | all/all | WR 40% at 5.3/day
after_30m & macd<0 & macd_xdn,long,all,all,0.0939,0.1242,0.427,4.94,610,2.109,-32.2,True,long | all/all | WR 43% at 4.9/day
rsi<25 & cci<-100,long,all,all,0.1559,0.1143,0.408,5.17,638,2.108,26.7,True,long | all/all | WR 41% at 5.2/day
ema21>50 & price>vwap,long,all,all,0.095,0.0838,0.435,4.84,597,2.103,11.8,True,long | all/all | WR 44% at 4.8/day
lunch & price>ema9,short,all,all,0.0513,0.0766,0.413,5.08,627,2.1,-49.5,True,short | all/all | WR 41% at 5.1/day
macd<0 & ema9_xup,short,all,all,0.065,0.0615,0.412,5.09,628,2.099,5.4,True,short | all/all | WR 41% at 5.1/day
vwma9>21 & cci<0 & macd_xdn,long,all,all,0.1501,0.1092,0.417,5.02,620,2.094,27.2,True,long | all/all | WR 42% at 5.0/day
vwma9>21 & cci<0 & macd<0,long,all,all,0.0911,0.0798,0.413,5.04,622,2.082,12.4,True,long | all/all | WR 41% at 5.0/day
morning & macd<0 & price<ema9,long,all,all,0.1068,0.1314,0.441,4.67,576,2.06,-23.0,True,long | all/all | WR 44% at 4.7/day
after_30m & price<vwap,long,all,all,0.1029,0.0894,0.414,4.93,608,2.042,13.1,True,long | all/all | WR 41% at 4.9/day
after_30m & below_kcl & rsi<25,long,all,all,0.159,0.1203,0.405,5.03,621,2.037,24.4,True,long | all/all | WR 40% at 5.0/day
after_30m & rsi<25 & macd<0,long,all,all,0.1551,0.0989,0.398,5.11,630,2.03,36.2,True,long | all/all | WR 40% at 5.1/day
below_kcl & rsi<25 & macd<0,long,all,all,0.1256,0.0705,0.393,5.15,635,2.022,43.9,True,long | all/all | WR 39% at 5.2/day
afternoon & cci<-100,long,all,all,0.1108,0.0997,0.416,4.85,599,2.018,10.0,True,long | all/all | WR 42% at 4.8/day
morning & cci>100,long,all,all,0.136,0.1094,0.463,4.35,537,2.016,19.6,True,long | all/all | WR 46% at 4.3/day
morning & cci>100 & cci>0,long,all,all,0.136,0.1094,0.463,4.35,537,2.016,19.6,True,long | all/all | WR 46% at 4.3/day
after_30m & morning & cci>100,long,all,all,0.136,0.1094,0.463,4.35,537,2.016,19.6,True,long | all/all | WR 46% at 4.3/day
morning & cci>100 & price>ema21,long,all,all,0.1379,0.1094,0.463,4.35,537,2.016,20.7,True,long | all/all | WR 46% at 4.3/day
below_kcl & price>vwap,long,all,all,0.1951,0.1802,0.435,4.63,571,2.011,7.7,True,long | all/all | WR 44% at 4.6/day
ema21>50 & price<vwap,long,all,all,0.0965,0.0912,0.433,4.62,570,1.999,5.5,True,long | all/all | WR 43% at 4.6/day
afternoon & macd_xdn,long,all,all,0.1168,0.068,0.417,4.8,592,1.999,41.8,True,long | all/all | WR 42% at 4.8/day
afternoon & after_30m & macd_xdn,long,all,all,0.1168,0.068,0.417,4.8,592,1.999,41.8,True,long | all/all | WR 42% at 4.8/day
morning & vwma9>21 & bullish_di,long,all,all,0.1059,0.1248,0.463,4.31,532,1.996,-17.9,True,long | all/all | WR 46% at 4.3/day
morning & cci>100 & bullish_di,long,all,all,0.1411,0.1195,0.467,4.26,526,1.992,15.3,True,long | all/all | WR 47% at 4.3/day
cci>0 & price<ema9 & macd_xdn,long,all,all,0.1549,0.1207,0.435,4.53,559,1.971,22.1,True,long | all/all | WR 44% at 4.5/day
vwma_xup & price<vwap,long,all,all,0.1351,0.115,0.425,4.63,571,1.965,14.9,True,long | all/all | WR 42% at 4.6/day
morning & macd_xdn,long,all,all,0.1158,0.1531,0.43,4.56,563,1.96,-32.3,True,long | all/all | WR 43% at 4.6/day
after_30m & morning & macd_xdn,long,all,all,0.1158,0.1531,0.43,4.56,563,1.96,-32.3,True,long | all/all | WR 43% at 4.6/day
afternoon & vwma9>21 & price>ema21,long,all,all,0.1683,0.0885,0.431,4.46,550,1.921,47.4,True,long | all/all | WR 43% at 4.5/day
morning & cci<-100,long,all,all,0.1015,0.1593,0.441,4.34,535,1.911,-56.9,True,long | all/all | WR 44% at 4.3/day
morning & vwma9>21 & cci>100,long,all,all,0.1241,0.1289,0.465,4.08,504,1.899,-3.9,True,long | all/all | WR 46% at 4.1/day
vwma9>21 & ema9_xup,long,all,all,0.1541,0.0712,0.43,4.41,544,1.896,53.8,True,long | all/all | WR 43% at 4.4/day
after_30m & morning & rsi<40,long,all,all,0.09,0.0708,0.405,4.67,576,1.889,21.4,True,long | all/all | WR 40% at 4.7/day
morning & rsi<40,long,all,all,0.09,0.0708,0.405,4.67,576,1.889,21.4,True,long | all/all | WR 40% at 4.7/day
below_bbl & ema21>50 & cci<0,long,all,all,0.1655,0.1604,0.432,4.33,534,1.871,3.1,True,long | all/all | WR 43% at 4.3/day
below_bbl & ema21>50,long,all,all,0.1655,0.1604,0.432,4.33,534,1.871,3.1,True,long | all/all | WR 43% at 4.3/day
below_bbl & ema21>50 & price<ema9,long,all,all,0.1655,0.1604,0.432,4.33,534,1.871,3.1,True,long | all/all | WR 43% at 4.3/day
morning & cci<0 & rsi<40,long,all,all,0.0883,0.066,0.403,4.63,571,1.865,25.2,True,long | all/all | WR 40% at 4.6/day
morning & price<ema9 & price>ema21,short,all,all,0.1106,0.066,0.4,4.64,572,1.853,40.3,True,short | all/all | WR 40% at 4.6/day
afternoon & vwma9>21 & cci>0,long,all,all,0.1522,0.0794,0.43,4.3,530,1.847,47.8,True,long | all/all | WR 43% at 4.3/day
afternoon & rsi<40 & macd<0,long,all,all,0.1213,0.2448,0.451,4.08,504,1.843,-101.9,True,long | all/all | WR 45% at 4.1/day
vwma_xup & cci>0 & macd<0,long,all,all,0.1748,0.1403,0.452,4.0,494,1.81,19.8,True,long | all/all | WR 45% at 4.0/day
cci>100 & price<vwap,long,all,all,0.1145,0.0867,0.426,4.23,522,1.801,24.3,True,long | all/all | WR 43% at 4.2/day
cci<0 & price<ema9 & price>ema21,short,all,all,0.0989,0.1141,0.418,4.29,529,1.793,-15.4,True,short | all/all | WR 42% at 4.3/day
cci<0 & lunch & price<ema9,long,all,all,0.1097,0.1791,0.451,3.97,490,1.791,-63.3,True,long | all/all | WR 45% at 4.0/day
after_30m & below_bbl & ema21>50,long,all,all,0.1621,0.1651,0.434,4.13,509,1.79,-1.9,True,long | all/all | WR 43% at 4.1/day
mfi<20,long,all,all,0.0582,0.0721,0.406,4.31,532,1.752,-24.0,True,long | all/all | WR 41% at 4.3/day
afternoon & ema21>50 & price>ema21,long,all,all,0.1009,0.1093,0.432,4.05,500,1.751,-8.3,True,long | all/all | WR 43% at 4.0/day
afternoon & vwma9>21 & cci<0,long,all,all,0.1543,0.0768,0.404,4.33,534,1.75,50.2,True,long | all/all | WR 40% at 4.3/day
afternoon & cci<0 & price>ema21,long,all,all,0.1398,0.1371,0.433,4.03,497,1.743,1.9,True,long | all/all | WR 43% at 4.0/day
afternoon & price<ema9 & macd_xdn,long,all,all,0.1266,0.0777,0.416,4.16,513,1.73,38.6,True,long | all/all | WR 42% at 4.2/day
afternoon & rsi<35,long,all,all,0.2023,0.1232,0.41,4.19,517,1.719,39.1,True,long | all/all | WR 41% at 4.2/day
below_kcl & ema21>50 & macd<0,long,all,all,0.127,0.1606,0.439,3.91,482,1.714,-26.5,True,long | all/all | WR 44% at 3.9/day
morning & price<ema9 & macd_xdn,long,all,all,0.1202,0.1664,0.43,3.97,490,1.708,-38.5,True,long | all/all | WR 43% at 4.0/day
vwma9>21 & cci<0 & price>ema21,short,all,all,0.1084,0.1442,0.439,3.87,477,1.698,-33.0,True,short | all/all | WR 44% at 3.9/day
below_kcl & below_bbl & ema21>50,long,all,all,0.1776,0.2465,0.457,3.7,457,1.693,-38.8,True,long | all/all | WR 46% at 3.7/day
morning & macd<0 & price>ema21,long,all,all,0.1595,0.131,0.455,3.7,457,1.686,17.9,True,long | all/all | WR 46% at 3.7/day
below_bbl & ema21>50 & rsi<40,long,all,all,0.156,0.1566,0.431,3.9,481,1.681,-0.4,True,long | all/all | WR 43% at 3.9/day
morning & below_kcl,long,all,all,0.1358,0.181,0.457,3.67,453,1.677,-33.3,True,long | all/all | WR 46% at 3.7/day
after_30m & morning & below_kcl,long,all,all,0.1358,0.181,0.457,3.67,453,1.677,-33.3,True,long | all/all | WR 46% at 3.7/day
morning & below_kcl & cci<0,long,all,all,0.1358,0.181,0.457,3.67,453,1.677,-33.3,True,long | all/all | WR 46% at 3.7/day
morning & below_kcl & price<ema9,long,all,all,0.1354,0.1833,0.458,3.66,452,1.676,-35.4,True,long | all/all | WR 46% at 3.7/day
afternoon & ema21>50 & bullish_di,long,all,all,0.0809,0.0743,0.426,3.9,481,1.659,8.2,True,long | all/all | WR 43% at 3.9/day
afternoon & vwma9>21,long,all,all,0.2025,0.0844,0.428,3.86,476,1.652,58.3,True,long | all/all | WR 43% at 3.9/day
afternoon & after_30m & vwma9>21,long,all,all,0.2025,0.0844,0.428,3.86,476,1.652,58.3,True,long | all/all | WR 43% at 3.9/day
lunch & mom10>0,long,all,all,0.0551,0.0875,0.435,3.79,468,1.651,-58.6,True,long | all/all | WR 44% at 3.8/day
afternoon & macd<0 & price>ema21,short,all,all,0.1283,0.067,0.413,4.0,493,1.651,47.7,True,short | all/all | WR 41% at 4.0/day
vwma_xup & macd<0 & bullish_di,long,all,all,0.1999,0.1208,0.453,3.64,449,1.648,39.6,True,long | all/all | WR 45% at 3.6/day
rsi<40 & mom10>0,short,all,all,0.1278,0.0678,0.395,4.17,514,1.644,47.0,True,short | all/all | WR 40% at 4.2/day
morning & vwma9>21,long,all,all,0.0797,0.0765,0.45,3.6,444,1.618,4.0,True,long | all/all | WR 45% at 3.6/day
after_30m & morning & vwma9>21,long,all,all,0.0797,0.0765,0.45,3.6,444,1.618,4.0,True,long | all/all | WR 45% at 3.6/day
morning & rsi<40 & macd<0,long,all,all,0.1373,0.1368,0.43,3.75,463,1.613,0.4,True,long | all/all | WR 43% at 3.8/day
after_30m & ema21>50,long,all,all,0.1386,0.1161,0.43,3.75,463,1.612,16.2,True,long | all/all | WR 43% at 3.8/day
morning & above_kcu & bullish_di,long,all,all,0.1894,0.0911,0.445,3.62,447,1.612,51.9,True,long | all/all | WR 44% at 3.6/day
morning & below_kcl & rsi<40,long,all,all,0.1207,0.1804,0.457,3.52,434,1.606,-49.5,True,long | all/all | WR 46% at 3.5/day
lunch & price<ema21,long,all,all,0.114,0.1493,0.441,3.59,443,1.583,-31.0,True,long | all/all | WR 44% at 3.6/day
power_hour & cci<0 & price<ema9,long,all,all,0.1889,0.1047,0.403,3.93,485,1.583,44.6,True,long | all/all | WR 40% at 3.9/day
ema21>50 & ema9_xup,short,all,all,0.1207,0.1188,0.418,3.78,466,1.58,1.6,True,short | all/all | WR 42% at 3.8/day
afternoon & below_kcl,long,all,all,0.2365,0.1268,0.424,3.71,458,1.575,46.4,True,long | all/all | WR 42% at 3.7/day
afternoon & below_kcl & price<ema9,long,all,all,0.2365,0.1268,0.424,3.71,458,1.575,46.4,True,long | all/all | WR 42% at 3.7/day
afternoon & after_30m & below_kcl,long,all,all,0.2365,0.1268,0.424,3.71,458,1.575,46.4,True,long | all/all | WR 42% at 3.7/day
afternoon & below_kcl & cci<0,long,all,all,0.2365,0.1268,0.424,3.71,458,1.575,46.4,True,long | all/all | WR 42% at 3.7/day
afternoon & ema21>50 & cci<0,long,all,all,0.1904,0.1388,0.418,3.76,464,1.573,27.1,True,long | all/all | WR 42% at 3.8/day
power_hour & mom10<0,long,all,all,0.1605,0.1407,0.42,3.74,461,1.569,12.3,True,long | all/all | WR 42% at 3.7/day
morning & cci>100 & above_kcu,long,all,all,0.2017,0.1135,0.462,3.38,417,1.562,43.7,True,long | all/all | WR 46% at 3.4/day
lunch & mom10<0,long,all,all,0.1409,0.0625,0.414,3.77,465,1.56,55.7,True,long | all/all | WR 41% at 3.8/day
afternoon & cci>100 & ema21>50,short,all,all,0.0834,0.0883,0.425,3.66,452,1.557,-5.8,True,short | all/all | WR 42% at 3.7/day
morning & vwma9>21 & above_kcu,long,all,all,0.1666,0.0733,0.436,3.57,440,1.556,56.0,True,long | all/all | WR 44% at 3.6/day
power_hour & mom10>0,long,all,all,0.1034,0.0888,0.409,3.8,469,1.555,14.1,True,long | all/all | WR 41% at 3.8/day
afternoon & vwma9>21 & macd_xdn,long,all,all,0.1665,0.0874,0.427,3.64,449,1.553,47.5,True,long | all/all | WR 43% at 3.6/day
after_30m & lunch & price>ema21,short,all,all,0.1369,0.083,0.42,3.69,455,1.55,39.3,True,short | all/all | WR 42% at 3.7/day
lunch & price>ema21,short,all,all,0.1369,0.083,0.42,3.69,455,1.55,39.3,True,short | all/all | WR 42% at 3.7/day
morning & ema21>50 & bullish_di,long,all,all,0.1055,0.0717,0.43,3.59,443,1.544,32.1,True,long | all/all | WR 43% at 3.6/day
below_bbl & price>vwap,long,all,all,0.2142,0.1486,0.428,3.61,445,1.544,30.7,True,long | all/all | WR 43% at 3.6/day
ema21>50,long,all,all,0.1282,0.1318,0.44,3.51,433,1.543,-2.8,True,long | all/all | WR 44% at 3.5/day
